hash_rate 0.0_avg 0.0_stddev 0.5_avg 0.5_stddev 1.0_avg 1.0_stddev expected_honest
0.0 4.63502774675 0.0201091258911 4.63933761723 0.0221643300484 4.64337991529 0.0201956127472 4.0
0.01 4.6107636383 0.0238481628867 4.61478413026 0.019898208243 4.61358974913 0.0212173411985 4.0
0.02 4.5827275325 0.0204527436075 4.58460718044 0.0209798474949 4.58794069592 0.0233102034397 4.0
0.03 4.55732856401 0.0216949626537 4.55956819272 0.0210321488703 4.56097812835 0.0211977428185 4.0
0.04 4.52900633844 0.0219247769981 4.53417453486 0.0237265965475 4.54105481655 0.0231160533869 4.0
0.05 4.50675331255 0.0231595906684 4.51093831832 0.0236637399218 4.51764427019 0.024901773253 4.0
0.06 4.48459431544 0.024394747307 4.48948204015 0.0228777319745 4.49348907646 0.024110438066 4.0
0.07 4.45891346419 0.0231958568876 4.47059314956 0.0220676106829 4.47036395939 0.0223009507549 4.0
0.08 4.44089539593 0.0249788405434 4.44681429661 0.0195247287781 4.45329417319 0.0218634508866 4.0
0.09 4.42158822666 0.0213148588754 4.43096963267 0.0221269194074 4.43253615676 0.0200707199005 4.0
0.1 4.39680725111 0.0191402250054 4.40689039771 0.0190528784135 4.41290206099 0.0226924648769 4.0
0.11 4.3826119478 0.0209342811483 4.38743751872 0.0234383486712 4.39514826225 0.0213446415707 4.0
0.12 4.35946999084 0.0202804870499 4.37066378839 0.0210509488655 4.37913690458 0.0193551455666 4.0
0.13 4.34302873301 0.0243517561858 4.35343610799 0.0213033803332 4.36078093838 0.0216217704767 4.0
0.14 4.3286122903 0.0212455983747 4.3362934544 0.0207373326563 4.34560947063 0.0210687331408 4.0
0.15 4.31156957985 0.0190478838712 4.31901207709 0.0244360228779 4.33343919506 0.0223668771879 4.0
0.16 4.29602246327 0.0203302621966 4.30288616252 0.017655898451 4.30885035945 0.0211914545348 4.0
0.17 4.28074335799 0.0214858498781 4.28974379 0.0218687370226 4.29672994312 0.0221877317225 4.0
0.18 4.26103494668 0.0200767812628 4.27535490827 0.0206458802141 4.28139799818 0.0216321081982 4.0
0.19 4.248903051 0.0206320953527 4.25686243491 0.0224020405432 4.26833378092 0.0252370317577 4.0
0.2 4.2376797717 0.021138292041 4.2444394926 0.0209003425444 4.25784467429 0.0212874603709 4.0
0.21 4.22036978937 0.0210558441076 4.23324029054 0.0219309781327 4.24270647797 0.019391535858 4.0
0.22 4.20852109409 0.0175193055117 4.22189560602 0.0193150834639 4.23024053133 0.0218821395103 4.0
0.23 4.19318547746 0.0226491060975 4.20584027891 0.0196501886568 4.2156435997 0.0197660702999 4.0
0.24 4.18544901451 0.0220725079922 4.19231481194 0.0173528356899 4.20131939954 0.0210824120713 4.0
0.25 4.17426411291 0.0217048830229 4.18046152221 0.0184860878066 4.18981395736 0.019951588968 4.0
0.26 4.16306963951 0.019529100349 4.16948792898 0.0198815220416 4.18426120246 0.0196045605653 4.0
0.27 4.14640722673 0.020139169569 4.15868508512 0.0218129534144 4.16893413838 0.0186679148334 4.0
0.28 4.1367488637 0.0211524151952 4.14393122977 0.0201168379778 4.15908713844 0.0177370102283 4.0
0.29 4.12245973409 0.01776693812 4.1338380495 0.0221215594035 4.14112477618 0.0200765415491 4.0
0.3 4.11638518953 0.0215890316133 4.1229817512 0.0194685417534 4.13461200312 0.0192858423561 4.0
0.31 4.1033144974 0.0204126184784 4.11450023894 0.0199909272656 4.12255785122 0.0192349269799 4.0
0.32 4.09208316617 0.0208429175414 4.09892629174 0.0227617770514 4.10793001918 0.0198346228539 4.0
0.33 4.08017678991 0.0195506767733 4.08793182105 0.021185469245 4.09514768557 0.0200852159285 4.0
0.34 4.06832245374 0.0210102152798 4.07442528684 0.0210770350439 4.08706300024 0.019846428677 4.0
0.35 4.05817677275 0.0184538839889 4.06440512308 0.0195706924333 4.07626478011 0.0240967141923 4.0
0.36 4.0480366799 0.0202657111993 4.04853063511 0.0197127526281 4.05875921903 0.0197056995863 4.0
0.37 4.03248365154 0.0204089193949 4.03838749542 0.0222187404101 4.05061109995 0.0206792085741 4.0
0.38 4.02157174391 0.0203598497787 4.02922363063 0.021807647817 4.037327584 0.0237221862875 4.0
0.39 4.01222741884 0.0188116084894 4.02079902537 0.0229380381678 4.02807429486 0.0222427854009 4.0
0.4 4.00398417446 0.0204249999168 4.008433213 0.0230663559191 4.01221830277 0.020947678266 4.0
0.41 3.99251086994 0.0227229573569 3.99714390002 0.0210096347423 4.00200290595 0.020481727508 4.0
0.42 3.98617009461 0.0229845335381 3.99450694135 0.0243681578536 3.99465707225 0.0211692424922 4.0
0.43 3.98089687609 0.0224828988762 3.98565469726 0.0213724681441 3.98849933852 0.0229455040353 4.0
0.44 3.98257960414 0.0246232169792 3.98565036472 0.0239798051182 3.9902733625 0.0261721878916 4.0
0.45 3.99269775 0.029564941492 4.0004917062 0.0267655415411 4.00151860935 0.0304968090065 4.0
0.46 4.01501124404 0.0324127509005 4.01389531999 0.0296569097889 4.02030202971 0.0371661125407 4.0
0.47 4.04204657687 0.0415306632558 4.060443637 0.0513226644476 4.06731229456 0.0451923413181 4.0
0.48 4.13609608635 0.0514684881795 4.11616643451 0.0513352625561 4.13684505589 0.0583760124947 4.0
0.49 4.24945921225 0.0891769761843 4.24591074176 0.079223130287 4.25678866412 0.0805892565722 4.0
0.5 4.41588973283 0.0922779478925 4.42747891364 0.0870259835724 4.42895717079 0.0926714490607 4.0
