block_number 0.1_avg 0.1_stddev 0.33_avg 0.33_stddev 0.49_avg 0.49_stddev expected
0 0.224666666667 0.223190003759 0.161166666667 0.134681826704 0.1115 0.110772414336 0.25
1 0.1965 0.205592571742 0.151333333333 0.128358871918 0.112833333333 0.110324143625 0.25
2 0.194 0.193455708396 0.176833333333 0.16397653965 0.127833333333 0.135995404334 0.25
3 0.193833333333 0.165942677519 0.193166666667 0.182529982316 0.13 0.112051575426 0.25
4 0.207333333333 0.158943036617 0.151833333333 0.12389276277 0.121833333333 0.104075159807 0.25
5 0.204833333333 0.188521955692 0.168666666667 0.174408205719 0.125166666667 0.107121296773 0.25
6 0.2185 0.212797438894 0.167166666667 0.142467442675 0.121333333333 0.126953184722 0.25
7 0.194 0.176580482123 0.151833333333 0.124161521146 0.125 0.128268381832 0.25
8 0.239833333333 0.21762474073 0.148666666667 0.136171460544 0.124166666667 0.108047700371 0.25
9 0.182666666667 0.173844119192 0.150833333333 0.110513322475 0.114333333333 0.0972116819683 0.25
10 0.238666666667 0.226383156028 0.144666666667 0.13291350571 0.121333333333 0.14099014938 0.25
11 0.227166666667 0.237260464001 0.157166666667 0.132921342655 0.1085 0.0999303924406 0.25
12 0.2085 0.182048452037 0.175833333333 0.168792690073 0.1075 0.0813557004764 0.25
13 0.213666666667 0.215952412453 0.1445 0.118463660626 0.156666666667 0.139423415856 0.25
14 0.183 0.183242098511 0.163333333333 0.138122329034 0.115833333333 0.0960432483601 0.25
15 0.1865 0.198378076186 0.180833333333 0.179588650347 0.097 0.081662584932 0.25
16 0.19 0.206222641283 0.14 0.133103969387 0.119666666667 0.12241504991 0.25
17 0.194666666667 0.167611985782 0.133833333333 0.131686812805 0.133666666667 0.111105055391 0.25
18 0.249666666667 0.251804377334 0.151833333333 0.131738271669 0.1045 0.0946588905257 0.25
19 0.194 0.207893134941 0.147166666667 0.163300251752 0.1195 0.0954246357662 0.25
20 0.186166666667 0.166884108158 0.144333333333 0.132208169188 0.127166666667 0.119806672973 0.25
21 0.1845 0.194611507596 0.152333333333 0.137052706812 0.118666666667 0.114873843846 0.25
