block_number 0.1_avg 0.1_stddev 0.33_avg 0.33_stddev 0.49_avg 0.49_stddev expected
0 2.0285 2.21769436703 1.3825 1.15709736218 1.06566666667 1.03620252203 2.0
1 1.76816666667 1.6480933344 1.14366666667 1.04727896103 0.939666666667 1.10350144741 2.0
2 1.79333333333 2.08749318029 1.28633333333 1.10041754701 1.246 1.36015750722 2.0
3 1.66433333333 1.46305620003 1.272 1.29218565918 0.941 0.907308045202 2.0
4 1.8095 1.78580398172 1.53483333333 1.455100407 0.915 0.818014194389 2.0
5 1.639 1.71413116962 1.24766666667 1.27306720605 1.05816666667 0.963401078933 2.0
6 1.6805 1.81100655714 1.2415 1.3242156903 1.2595 1.3210607165 2.0
7 1.5675 1.4862898906 1.2885 1.08042608622 1.0455 0.910853857652 2.0
8 1.52866666667 1.41216948936 1.16483333333 1.02123806943 0.916666666667 1.08703214713 2.0
9 1.80516666667 1.86949888562 1.5555 1.64577245457 1.154 1.25787766584 2.0
10 1.69466666667 1.74695271195 1.47183333333 1.36553753152 1.268 1.36264791246 2.0
11 1.84766666667 1.6589789698 1.195 1.27109423551 1.02033333333 0.988771909436 2.0
12 1.89516666667 2.43990470556 1.55416666667 1.46711617165 1.00133333333 0.972384469002 2.0
13 1.9875 2.04031094444 1.27716666667 1.42873614507 1.01533333333 1.2048090674 2.0
14 2.13033333333 1.95528398051 1.25833333333 1.20570749171 0.995833333333 0.86537523974 2.0
15 1.43016666667 1.2913767309 1.3415 1.30675275014 1.01133333333 0.973210266192 2.0
16 1.57033333333 1.61968203327 1.38916666667 1.61291209205 1.0195 1.0902141864 2.0
17 1.802 1.71227477027 1.404 1.24748662874 0.902166666667 0.789027724481 2.0
18 1.78333333333 1.6194271964 1.32366666667 1.20884513299 0.931333333333 0.984937335852 2.0
19 1.897 1.78755012362 1.29266666667 1.29846772946 1.01316666667 0.997617425558 2.0
20 1.54133333333 1.62274712208 1.3885 1.19487259897 1.143 1.24318180489 2.0
21 2.13716666667 1.91846416438 1.16283333333 0.963471313648 1.20133333333 1.03787089756 2.0
22 1.77583333333 1.65540088297 1.2965 1.55602823275 1.0985 1.19765069801 2.0
23 1.75616666667 1.90116726571 1.311 1.35398223359 0.958333333333 0.936647390074 2.0
24 2.44483333333 2.34871678322 1.47366666667 1.38989643899 1.07716666667 0.952463633018 2.0
25 1.70416666667 1.72056737251 1.4985 1.43999632523 1.08 1.10232834391 2.0
26 1.84333333333 1.63930879743 1.4875 1.29560019339 1.02066666667 1.01015708349 2.0
27 1.6395 1.6740580353 1.453 1.37860311749 1.28783333333 1.45584045028 2.0
28 1.63766666667 1.6238391067 1.27483333333 1.22060434713 1.06733333333 1.02616578691 2.0
29 1.77916666667 1.90353527096 1.431 1.27772371383 1.04683333333 1.12968947307 2.0
