hash_rate 0.0_avg 0.0_stddev expected_honest
0.0 0.0996408273817 0.000131121783792 0.1
0.01 0.0996519778919 0.000132131797405 0.1
0.02 0.0996461732034 0.000142160256616 0.1
0.03 0.0996528797448 0.000121669730819 0.1
0.04 0.0996630606959 0.000141652191874 0.1
0.05 0.0996541426123 0.000126989903873 0.1
0.06 0.0996586588948 0.00013269878908 0.1
0.07 0.0996477129812 0.000129266889226 0.1
0.08 0.0996672374409 0.000136768291635 0.1
0.09 0.0996601119774 0.000117260816321 0.1
0.1 0.0996822710676 0.000138997777409 0.1
0.11 0.0996644704042 0.000121457424869 0.1
0.12 0.0996839765719 0.000136090486143 0.1
0.13 0.0996884064404 0.000117214014034 0.1
0.14 0.0996960401992 0.000136708420652 0.1
0.15 0.099676562747 0.000136711743561 0.1
0.16 0.0997256716694 0.000118547520989 0.1
0.17 0.0997278006675 0.000137276151822 0.1
0.18 0.0997237612558 0.000113601661837 0.1
0.19 0.0997282802129 0.000119131000053 0.1
0.2 0.0997253332636 0.000115645313259 0.1
0.21 0.0997221903194 0.000109394116826 0.1
0.22 0.0997318116683 0.000130178646153 0.1
0.23 0.0997456682486 0.000135717409039 0.1
0.24 0.0997217125996 0.000116428778117 0.1
0.25 0.0997707924389 0.000116177417291 0.1
0.26 0.0997333513439 0.000125352924943 0.1
0.27 0.0997411050316 0.00012842615914 0.1
0.28 0.0997435490897 0.000116362527848 0.1
0.29 0.0997698501395 0.00012498429594 0.1
0.3 0.0997546390458 0.000122339714667 0.1
0.31 0.0997633331453 0.000125666980972 0.1
0.32 0.0997767232538 0.000125831542217 0.1
0.33 0.099779010848 0.000124529595884 0.1
0.34 0.0997772259416 0.000132243471563 0.1
0.35 0.0997562673237 0.000143667472252 0.1
0.36 0.0997195997309 0.000119039950703 0.1
0.37 0.099762963659 0.000128197543255 0.1
0.38 0.099740197484 0.000128470334884 0.1
0.39 0.0997142689424 0.000141878956576 0.1
0.4 0.0997283389029 0.000135938060828 0.1
0.41 0.0996616407266 0.000145907693084 0.1
0.42 0.0996588613092 0.000150067577327 0.1
0.43 0.0995991910773 0.00016196879243 0.1
0.44 0.0995497173853 0.000142492557726 0.1
0.45 0.0995040162229 0.000167198075164 0.1
0.46 0.0994538414172 0.000172097542174 0.1
0.47 0.0994589482721 0.000194784029895 0.1
0.48 0.0994233755665 0.000177093924303 0.1
0.49 0.0994750623901 0.000154505370224 0.1
0.5 0.0995447369166 0.000150773734787 0.1
