hash_rate 0.0_avg 0.0_stddev 0.5_avg 0.5_stddev 1.0_avg 1.0_stddev expected_honest
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.01 0.0310903748523 0.00408551671849 0.0394036572912 0.00475027122243 0.0471834337562 0.00522956632154 0.04
0.02 0.0644828178214 0.00606953210714 0.0780884200715 0.0061583805626 0.0934834969959 0.00715983167229 0.08
0.03 0.0991809805249 0.00748057737284 0.118882215778 0.0082139145354 0.141811968796 0.00855760714259 0.12
0.04 0.134102331224 0.00796285057269 0.160257417776 0.00912584380254 0.187837845274 0.0106678146907 0.16
0.05 0.171104004258 0.00986719552898 0.202744639649 0.0103962321236 0.237907207345 0.0118818218414 0.2
0.06 0.209393943988 0.0102735757646 0.246687890443 0.0119480100223 0.285192090342 0.0115261616378 0.24
0.07 0.247396059293 0.010078824172 0.28715571544 0.0120767273257 0.332848022714 0.0132329608781 0.28
0.08 0.285167738647 0.0129967582427 0.333671655212 0.0122981537818 0.38654088678 0.0134955651099 0.32
0.09 0.322688425567 0.0136992228407 0.378459245276 0.0145601182345 0.432369715223 0.0130779322342 0.36
0.1 0.366693152824 0.0148759729626 0.426777429302 0.01492770324 0.482906556066 0.0158193203522 0.4
0.11 0.407582773788 0.0141807029943 0.46970851155 0.0165443777539 0.533893218267 0.0169289703886 0.44
0.12 0.451273725419 0.0186363468784 0.519489825107 0.0186659923286 0.585552915013 0.0195671492819 0.48
0.13 0.497199938203 0.0173638745626 0.562814911045 0.0180366949161 0.633634819453 0.0193609702017 0.52
0.14 0.539985041167 0.0189677718886 0.612912675356 0.018428511527 0.684834698147 0.0168403022921 0.56
0.15 0.58855085294 0.0181730308416 0.6611470327 0.0203700701596 0.736555582147 0.0189080416643 0.6
0.16 0.63236069209 0.0199392380091 0.709572989602 0.0197796315013 0.792292676826 0.0189716772561 0.64
0.17 0.681940762803 0.0196424661292 0.761776336097 0.0184858327781 0.844815119583 0.0204810436402 0.68
0.18 0.731597603697 0.0200244308086 0.813479514541 0.0251017294038 0.896947071547 0.0216823506044 0.72
0.19 0.780093636565 0.0238042972718 0.860695004348 0.0244549686933 0.945468903224 0.0211100921256 0.76
0.2 0.829057762964 0.0223233564416 0.916540211022 0.0212780605908 1.0022591959 0.0231750807323 0.8
0.21 0.881478800272 0.0234158592464 0.97012367574 0.0216943152167 1.05437941438 0.0245169119621 0.84
0.22 0.935015687398 0.0221901839783 1.02437860174 0.0264013553429 1.10755617249 0.0193470455642 0.88
0.23 0.984970105066 0.0221333896661 1.07929681544 0.0231994165188 1.16484388279 0.02390279088 0.92
0.24 1.0416069748 0.0267031919362 1.13288653198 0.0221783007938 1.22841798163 0.0252291638628 0.96
0.25 1.09807883563 0.024980742143 1.190972441 0.0244666115416 1.27821624806 0.0233317126392 1.0
0.26 1.15978489003 0.0213052263509 1.24361647861 0.0237577314051 1.33268743513 0.0208849032937 1.04
0.27 1.21171581158 0.028191111013 1.30105523342 0.0255962788815 1.39309041672 0.0254781321774 1.08
0.28 1.26962564272 0.0287999661579 1.35902332982 0.0300360119554 1.45290957977 0.0278484711813 1.12
0.29 1.33113940589 0.0270951403833 1.42218988565 0.0260025822087 1.51077720148 0.0283500712427 1.16
0.3 1.39107987192 0.0309700418531 1.48390378895 0.0263298283967 1.57271727972 0.0254391429966 1.2
0.31 1.45315961234 0.0298221967348 1.54048048995 0.0296984902804 1.63131860683 0.0253745615468 1.24
0.32 1.51846684054 0.0331181272431 1.60532525615 0.0303041459302 1.69690293759 0.0285406000371 1.28
0.33 1.58288599474 0.0351520764077 1.6750984674 0.0327017507383 1.76133181352 0.0274740567003 1.32
0.34 1.65182723768 0.0318242714631 1.74433990659 0.0286349207592 1.82891377876 0.0269074069355 1.36
0.35 1.72523172575 0.0309732523737 1.80742542227 0.0306095901523 1.89002751297 0.0296794572741 1.4
0.36 1.79310807921 0.0337968823738 1.88663491243 0.0311623280249 1.96454948791 0.0290698583859 1.44
0.37 1.87183515263 0.0349220265776 1.96136041182 0.0319497728392 2.03223520225 0.0334902840387 1.48
0.38 1.95213010304 0.0400802773806 2.03191153467 0.0353731515495 2.10777552946 0.034000177849 1.52
0.39 2.03250011879 0.0390115715753 2.10308430856 0.0370052934016 2.18611168952 0.0337850106223 1.56
0.4 2.11972702719 0.0460546223759 2.19203036585 0.0420307339403 2.274418674 0.0380800150647 1.6
0.41 2.21745784259 0.0427458030319 2.28816124926 0.0405007820141 2.35934196267 0.0404203109853 1.64
0.42 2.31223500455 0.0452237452973 2.37888899228 0.0458787773566 2.45352504484 0.0495024004914 1.68
0.43 2.42771136857 0.059871830447 2.50047469057 0.053808531106 2.57523214371 0.0512164704647 1.72
0.44 2.55269377286 0.0635257357775 2.60697680663 0.0642972891864 2.66609273293 0.053430912615 1.76
0.45 2.69483318735 0.065478542993 2.75963912004 0.0735525724961 2.81491778629 0.0766044614432 1.8
0.46 2.87423357653 0.0795434103991 2.92082511797 0.080694165177 2.98186383014 0.0803683902488 1.84
0.47 3.05676850861 0.100083521734 3.12870247874 0.109478675913 3.18545978973 0.109488218109 1.88
0.48 3.37705440631 0.132313544646 3.36673697863 0.124561113316 3.43770183939 0.124488051097 1.92
0.49 3.72391488471 0.183593089339 3.7410285895 0.171263409263 3.77930544641 0.171962592299 1.96
0.5 4.15241973355 0.18101265572 4.15865577545 0.186260839637 4.1882476758 0.18472008719 2.0
