block_number 0.1_avg 0.1_stddev 0.33_avg 0.33_stddev 0.49_avg 0.49_stddev expected
0 0.186166666667 0.184512194719 0.168333333333 0.14160783092 0.124166666667 0.104599102397 0.25
1 0.221166666667 0.193632742296 0.152666666667 0.168303957833 0.109 0.0822739326883 0.25
2 0.218333333333 0.173213099325 0.1385 0.123461532471 0.13 0.109620557683 0.25
3 0.2015 0.192282994568 0.152166666667 0.158353595195 0.128 0.106637496011 0.25
4 0.193 0.187337781679 0.164666666667 0.190821033082 0.122 0.108803594712 0.25
5 0.217 0.209761504783 0.1715 0.140085192333 0.117166666667 0.102346226115 0.25
6 0.196166666667 0.183467450943 0.140333333333 0.138005233395 0.0978333333333 0.0913374390805 0.25
7 0.224333333333 0.26846704743 0.172666666667 0.150969459752 0.134833333333 0.100804954684 0.25
8 0.201166666667 0.176166824346 0.130166666667 0.161944692205 0.116166666667 0.100289996178 0.25
9 0.205 0.162266926869 0.156 0.128290469032 0.101166666667 0.0884827352902 0.25
10 0.206166666667 0.188055178073 0.1305 0.131043991765 0.1265 0.112053930468 0.25
11 0.210166666667 0.201809797692 0.168666666667 0.142639405495 0.115666666667 0.111026022976 0.25
12 0.215166666667 0.205197668928 0.163666666667 0.133653365922 0.141833333333 0.166391355945 0.25
13 0.206666666667 0.212302195519 0.134333333333 0.10194824395 0.123 0.109994444304 0.25
14 0.229 0.23203950813 0.161333333333 0.192077530643 0.134333333333 0.134553169994 0.25
15 0.188 0.164284306412 0.197333333333 0.203670758279 0.139666666667 0.130741050257 0.25
16 0.206333333333 0.186067192165 0.157 0.12254658978 0.141333333333 0.139930141301 0.25
17 0.217 0.234591607314 0.167166666667 0.151244008146 0.12 0.113038833052 0.25
18 0.222833333333 0.197366762371 0.166 0.143854092747 0.115333333333 0.096196558035 0.25
19 0.234333333333 0.250242327 0.180833333333 0.167005904753 0.124166666667 0.106624340561 0.25
20 0.225666666667 0.237023440004 0.198666666667 0.182478004763 0.112333333333 0.0838855039788 0.25
21 0.211666666667 0.233136822012 0.154333333333 0.131436930376 0.104333333333 0.0913059569676 0.25
22 0.1735 0.145604010171 0.152333333333 0.140238289271 0.120333333333 0.0979960316657 0.25
23 0.2265 0.223160318555 0.132833333333 0.108894826936 0.132333333333 0.101811918097 0.25
24 0.200666666667 0.229938639158 0.170666666667 0.143935170592 0.104833333333 0.101824876899 0.25
25 0.205333333333 0.213292704464 0.1515 0.148381920881 0.1235 0.100584265392 0.25
26 0.228333333333 0.179528703988 0.158666666667 0.126918171363 0.114833333333 0.118600519954 0.25
27 0.2075 0.197433181383 0.149166666667 0.140561868545 0.1155 0.111211884856 0.25
28 0.288 0.29336249855 0.189 0.180972987548 0.115833333333 0.098188452591 0.25
29 0.22 0.204328167417 0.161333333333 0.147288077514 0.108833333333 0.0979357782767 0.25
30 0.192666666667 0.197952295039 0.142166666667 0.139611663792 0.118166666667 0.116645117057 0.25
31 0.220666666667 0.234794472772 0.1525 0.160733993501 0.1185 0.106507563633 0.25
32 0.252333333333 0.215355262041 0.158166666667 0.12663365798 0.1235 0.113873589758 0.25
33 0.193 0.194653252963 0.1585 0.146581319865 0.102833333333 0.100638379028 0.25
34 0.231833333333 0.179862524662 0.149333333333 0.127059041394 0.1185 0.11813116533 0.25
35 0.2125 0.234394906562 0.181333333333 0.170770801564 0.138666666667 0.132116951558 0.25
36 0.198666666667 0.206608593991 0.158166666667 0.138674178482 0.103166666667 0.0998247074738 0.25
37 0.189166666667 0.171340709958 0.155 0.135984067694 0.125666666667 0.128179994972 0.25
38 0.191166666667 0.206228769951 0.172 0.1499051552 0.1175 0.0955793736465 0.25
39 0.2035 0.184530861616 0.153333333333 0.141872399634 0.113166666667 0.102504606943 0.25
40 0.196666666667 0.189502272047 0.162166666667 0.155828520425 0.128166666667 0.101917586532 0.25
41 0.1805 0.167730852525 0.157 0.141267673427 0.1105 0.113471851625 0.25
42 0.212333333333 0.182004578697 0.166 0.149069707781 0.122 0.113892737062 0.25
43 0.227666666667 0.216733579411 0.150333333333 0.113992689824 0.118833333333 0.108003472166 0.25
44 0.246333333333 0.260507837374 0.157166666667 0.174884962189 0.129166666667 0.109933692136 0.25
45 0.167166666667 0.190167397019 0.180166666667 0.177680971907 0.114166666667 0.0964761052743 0.25
46 0.201666666667 0.190649474749 0.158833333333 0.139073421856 0.119833333333 0.103834670938 0.25
47 0.1995 0.185419269645 0.173 0.171136397843 0.111833333333 0.108890745449 0.25
48 0.2105 0.21602025368 0.168 0.161910125962 0.1155 0.0942294775771 0.25
49 0.183 0.150221688033 0.137 0.135289401737 0.106833333333 0.0964104362723 0.25
50 0.2055 0.221874025819 0.161666666667 0.166474889665 0.121166666667 0.115442506133 0.25
51 0.213 0.237867610237 0.171833333333 0.144773673942 0.111 0.106646352232 0.25
52 0.227166666667 0.219477346338 0.158333333333 0.152707054338 0.130666666667 0.107204892094 0.25
53 0.225666666667 0.187948278937 0.16 0.164384373413 0.120166666667 0.116649879745 0.25
54 0.199166666667 0.182046621013 0.151166666667 0.134892035017 0.1105 0.0983094603789 0.25
55 0.247 0.282227055952 0.1605 0.133471907157 0.118833333333 0.115678073405 0.25
56 0.2255 0.225480413044 0.172 0.184178053947 0.125666666667 0.102046285794 0.25
57 0.220166666667 0.206024472656 0.155 0.135861449033 0.119166666667 0.101608589969 0.25
58 0.182166666667 0.193781879098 0.160666666667 0.150453388869 0.096 0.0848894706205 0.25
59 0.209166666667 0.192864013693 0.168166666667 0.145241083107 0.121166666667 0.0998569810612 0.25
60 0.232333333333 0.214745585907 0.1425 0.136328341392 0.119666666667 0.10685868134 0.25
61 0.206833333333 0.173990660669 0.141833333333 0.127595171452 0.114166666667 0.112159979989 0.25
62 0.213666666667 0.194784496303 0.159 0.139471621964 0.122833333333 0.113765230971 0.25
