hash_rate 0.5_avg 0.5_stddev expected_honest
0.0 0.499449416208 0.00140037777927 0.5
0.01 0.499573940211 0.00140806228649 0.5
0.02 0.499354256721 0.00161604542152 0.5
0.03 0.499604072018 0.00149900442944 0.5
0.04 0.499312289005 0.00143635027782 0.5
0.05 0.499651668862 0.00147291370782 0.5
0.06 0.499483525824 0.00159858409953 0.5
0.07 0.499598821494 0.0014678570287 0.5
0.08 0.499506929194 0.00134441282759 0.5
0.09 0.499882120695 0.00129635409822 0.5
0.1 0.499971584648 0.00147136848638 0.5
0.11 0.500146073322 0.00157772832621 0.5
0.12 0.500176247586 0.0015859182406 0.5
0.13 0.500130373767 0.00142732146593 0.5
0.14 0.500013284883 0.0014641915128 0.5
0.15 0.50015554985 0.00142294547338 0.5
0.16 0.500601344949 0.00141742260345 0.5
0.17 0.500431948201 0.00152472630633 0.5
0.18 0.50067376306 0.00141208714838 0.5
0.19 0.500728310803 0.00146080780227 0.5
0.2 0.500997622649 0.00148160436801 0.5
0.21 0.500840834172 0.00125453255386 0.5
0.22 0.501148385462 0.00144760864118 0.5
0.23 0.501231590301 0.00128482838445 0.5
0.24 0.501413843567 0.00142683157157 0.5
0.25 0.501481107991 0.0013866364632 0.5
0.26 0.501429505748 0.0013074364918 0.5
0.27 0.501455170894 0.00130679037246 0.5
0.28 0.501934651096 0.00133936983627 0.5
0.29 0.501928416521 0.00154312469866 0.5
0.3 0.502265254116 0.00124814073826 0.5
0.31 0.502195266873 0.00136380942376 0.5
0.32 0.502116465994 0.00135246007028 0.5
0.33 0.50244264539 0.00135825865948 0.5
0.34 0.502403187221 0.00153882587275 0.5
0.35 0.502600932669 0.00147330266388 0.5
0.36 0.502779135251 0.00146927541896 0.5
0.37 0.503034328004 0.00147147922044 0.5
0.38 0.502911575126 0.00155926138599 0.5
0.39 0.502853484322 0.00130491656898 0.5
0.4 0.503000469076 0.0016511759194 0.5
0.41 0.503010351917 0.00150578192603 0.5
0.42 0.502720071073 0.00180637002868 0.5
0.43 0.502688339097 0.00196116255951 0.5
0.44 0.502351606314 0.00193491375952 0.5
0.45 0.501796203311 0.00173018463367 0.5
0.46 0.501712146141 0.00180301524834 0.5
0.47 0.501311833615 0.00218611713215 0.5
0.48 0.500169938337 0.00234586079001 0.5
0.49 0.499647804344 0.00189818022622 0.5
0.5 0.499254385604 0.00178870156756 0.5
