hash_rate 0.0_avg 0.0_stddev 0.5_avg 0.5_stddev 1.0_avg 1.0_stddev expected_honest
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.01 0.000420386904762 0.000280540378643 0.00521825396825 0.000867289911776 0.0100421626984 0.00098193302332 0.01
0.02 0.00153149801587 0.000593524059513 0.011080109127 0.0012611521788 0.0206733630952 0.00162012418115 0.02
0.03 0.00330729166667 0.000872835303014 0.0173226686508 0.00164128568024 0.0311693948413 0.00218214331436 0.03
0.04 0.00598834325397 0.00126588902698 0.023240327381 0.00174504283737 0.0412449895566 0.00207951123846 0.04
0.05 0.00937624007937 0.00146957462441 0.0312214781746 0.00226217499332 0.0523821924603 0.00252526535632 0.05
0.06 0.0136024137956 0.00174993648484 0.0383035714286 0.00249180549086 0.0638938492063 0.00292186067395 0.06
0.07 0.0181088789683 0.00203066205067 0.0464433904154 0.00278491335879 0.0745300099206 0.00316195897562 0.07
0.08 0.0230034433152 0.00231197105659 0.054765625 0.00325603636483 0.0861098710317 0.00277993019773 0.08
0.09 0.029167906746 0.00247837826717 0.0633245726685 0.0031232628379 0.0974376214709 0.00375883674594 0.09
0.1 0.0357712853895 0.00286453007163 0.0722495039683 0.00346258849922 0.108806646212 0.00339796476033 0.1
0.11 0.0431857136092 0.00291580804932 0.0816938487758 0.00371781705854 0.121130341644 0.00316687826949 0.11
0.12 0.0504859173727 0.00331992383191 0.0915848214286 0.00398211940864 0.132627562421 0.00431687885706 0.12
0.13 0.0581643919321 0.00413063862861 0.101747271825 0.00404845536892 0.145317975569 0.00418977803948 0.13
0.14 0.0667744717708 0.00427357632399 0.112231452044 0.00403401317977 0.157721385198 0.00456225448666 0.14
0.15 0.0763138408156 0.00375933692287 0.122934027778 0.00500765544323 0.170060763889 0.0042908772761 0.15
0.16 0.0864455090829 0.00443651173537 0.134511076146 0.00527178769163 0.182843166087 0.00486336274528 0.16
0.17 0.0956721230159 0.00419031239933 0.145383892591 0.00448832579311 0.196305305387 0.00487814837558 0.17
0.18 0.106118852017 0.00604257610738 0.15756722962 0.00502950703004 0.20881767958 0.00516913705763 0.18
0.19 0.117886616615 0.00626893289627 0.170341615495 0.00627347213678 0.221771121549 0.00570604509239 0.19
0.2 0.129856272229 0.00457611842435 0.182777334947 0.00568578268771 0.235363020894 0.0064604951437 0.2
0.21 0.141632674931 0.00610472854456 0.196104433379 0.00632156770625 0.248245287852 0.00598783780412 0.21
0.22 0.154534603365 0.00574797207162 0.207896062652 0.00593358061247 0.262265297644 0.00603752885233 0.22
0.23 0.167446475519 0.00561917407872 0.221713890521 0.00632242030215 0.275781545492 0.00588332572777 0.23
0.24 0.18186112727 0.00616604987759 0.235098017927 0.00618842587294 0.289765102631 0.00688782592116 0.24
0.25 0.195126742168 0.00609632223477 0.251108275305 0.00652567933758 0.304842934152 0.00643764589284 0.25
0.26 0.209284999114 0.00685521180788 0.265205469784 0.00577374502655 0.319600158365 0.00662896737223 0.26
0.27 0.224933751141 0.00750929243761 0.279156231945 0.00698764461555 0.333849610641 0.00609354638017 0.27
0.28 0.240145477469 0.00760469879605 0.294944030268 0.00752141861283 0.348752363875 0.00676872295081 0.28
0.29 0.254916824035 0.00818628925288 0.311082040053 0.00659566637628 0.364154287238 0.00690082331663 0.29
0.3 0.272591295118 0.00737127778465 0.326246891134 0.00673940021488 0.381005465813 0.00659265675453 0.3
0.31 0.289719586365 0.00912592554236 0.344245314351 0.00819054852495 0.396489432112 0.00668807376674 0.31
0.32 0.308473014217 0.00885996517987 0.359152835383 0.00884311283644 0.411872330028 0.00715860878525 0.32
0.33 0.327520466376 0.00937820718124 0.378675888326 0.00882321262124 0.430230303875 0.0070036487899 0.33
0.34 0.345612084092 0.00840821513878 0.395885472218 0.00823816222568 0.447360007369 0.00735858860987 0.34
0.35 0.364928654179 0.00991006390715 0.414373366882 0.00918538983226 0.464999853043 0.00868749412493 0.35
0.36 0.388677224877 0.012049861623 0.435773597493 0.00967445561141 0.483718570515 0.00764362099538 0.36
0.37 0.411674151227 0.0102045005021 0.45552277317 0.0108764191681 0.502608516125 0.00951370393733 0.37
0.38 0.430535087374 0.0125676048135 0.478237031786 0.0102939800372 0.52319450953 0.0101240631037 0.38
0.39 0.456346280197 0.010721413525 0.501151853882 0.00992298797062 0.545417533355 0.00959099803014 0.39
0.4 0.483336716472 0.0120705210367 0.526387818748 0.0118240231109 0.567813072427 0.0105775504406 0.4
0.41 0.509365251078 0.0142122355011 0.552531523224 0.0120690928603 0.589617337915 0.0132526039348 0.41
0.42 0.542874506119 0.015176191126 0.581500060234 0.0133539370043 0.615999425089 0.0120483782418 0.42
0.43 0.573722396018 0.0160921130595 0.608631512118 0.0149755824033 0.643958500298 0.0127339405469 0.43
0.44 0.609710986405 0.0179135736014 0.644499726826 0.0162844347173 0.676025764213 0.0172580192111 0.44
0.45 0.652552449226 0.0204702645591 0.678695310397 0.0191392199164 0.707759547941 0.0168526958491 0.45
0.46 0.698184330087 0.021371654079 0.723694292311 0.0213570878074 0.747272761098 0.0188001227118 0.46
0.47 0.749282102966 0.0237065125522 0.773788994097 0.0229666975904 0.790238015687 0.0200968489221 0.47
0.48 0.815179357279 0.032898357914 0.833808997639 0.0267864124595 0.843854859743 0.0261990509879 0.48
0.49 0.881972841095 0.0320190940294 0.904926203286 0.0309755178392 0.901655752798 0.0304158282742 0.49
0.5 0.951940884207 0.0235686156093 0.968696342658 0.0200762840414 0.971682996596 0.0225401462547 0.5
