hash_rate 0.0_avg 0.0_stddev expected_honest
0.0 0.0999122304066 0.000861100367117 0.1
0.01 0.0996949895237 0.000797778339101 0.1
0.02 0.0994711731242 0.000739086081118 0.1
0.03 0.0991152869652 0.000768304851789 0.1
0.04 0.0988975862219 0.00074814875733 0.1
0.05 0.0986976124094 0.000816343699904 0.1
0.06 0.0984922490742 0.000757717549332 0.1
0.07 0.098191821635 0.000693058864852 0.1
0.08 0.098183558015 0.000800801773261 0.1
0.09 0.0980103834189 0.000797166455401 0.1
0.1 0.0976944131177 0.000777793598454 0.1
0.11 0.097500575289 0.000799977448034 0.1
0.12 0.0973015052276 0.000681934911468 0.1
0.13 0.0969836772604 0.000776022555034 0.1
0.14 0.0969777659462 0.000760742875457 0.1
0.15 0.0967430554443 0.000764690289737 0.1
0.16 0.0965194365703 0.000778895287867 0.1
0.17 0.09616019378 0.000839702931408 0.1
0.18 0.0961436883558 0.000718848356678 0.1
0.19 0.096003132292 0.000696722090845 0.1
0.2 0.0956811485354 0.000747811029644 0.1
0.21 0.0955689970702 0.00078947536757 0.1
0.22 0.0954516365162 0.000765042056231 0.1
0.23 0.0951887854565 0.000890059340198 0.1
0.24 0.0949497535586 0.000871281139805 0.1
0.25 0.094799377271 0.000887084583923 0.1
0.26 0.0944840291865 0.000787544773328 0.1
0.27 0.0942681356376 0.00076625516355 0.1
0.28 0.0940986067049 0.000665607510553 0.1
0.29 0.0938208118144 0.000765732879781 0.1
0.3 0.0935035935199 0.000788017158967 0.1
0.31 0.0934017033537 0.000837142921439 0.1
0.32 0.093142369771 0.000705985910859 0.1
0.33 0.0928625924739 0.00079926804295 0.1
0.34 0.0924275243356 0.000827309210578 0.1
0.35 0.0922795933819 0.000840677238247 0.1
0.36 0.091939877283 0.000841956578735 0.1
0.37 0.0916755960852 0.000912859469839 0.1
0.38 0.0913179936908 0.000810503675969 0.1
0.39 0.0908136100182 0.000871397907007 0.1
0.4 0.0905676673382 0.000823830757777 0.1
0.41 0.0901900548801 0.000863032446628 0.1
0.42 0.089355507983 0.00090842485029 0.1
0.43 0.0887448955895 0.000886493165208 0.1
0.44 0.0883391719654 0.000939732479185 0.1
0.45 0.0872998826963 0.00100669456367 0.1
0.46 0.0864623797628 0.00104447709942 0.1
0.47 0.0854465776664 0.00126605498294 0.1
0.48 0.0838987611615 0.00122705077864 0.1
0.49 0.082733928351 0.00118995147096 0.1
0.5 0.0813253575249 0.000938365995284 0.1
