hash_rate 1.0_avg 1.0_stddev expected_honest
0.0 0.0 0.0 0.0
0.01 0.00100263464203 0.000100949878981 0.001
0.02 0.00201203643374 0.000169677987321 0.002
0.03 0.00307948300191 0.000193960454042 0.003
0.04 0.00411412591987 0.000237321371126 0.004
0.05 0.00506084858413 0.000247116550685 0.005
0.06 0.006162095652 0.000293776420748 0.006
0.07 0.00719515071267 0.000318965484569 0.007
0.08 0.00822130752683 0.000334953446364 0.008
0.09 0.00939762093237 0.000339726192291 0.009
0.1 0.0104334524452 0.000369967067507 0.01
0.11 0.0114279053207 0.000394350680821 0.011
0.12 0.0125741686046 0.000417859000722 0.012
0.13 0.0136434761346 0.000408510944873 0.013
0.14 0.0147562698615 0.000510032695152 0.014
0.15 0.0158384622779 0.000423585721623 0.015
0.16 0.0169555835598 0.00043402458835 0.016
0.17 0.0180468260412 0.000425653976274 0.017
0.18 0.0190760702502 0.000509589294327 0.018
0.19 0.020341399877 0.000536860995751 0.019
0.2 0.0214035484919 0.000503904521078 0.02
0.21 0.0226302977295 0.000553406137145 0.021
0.22 0.023613012413 0.000571609049784 0.022
0.23 0.0248728737166 0.000547417625439 0.023
0.24 0.0260954445147 0.000524999009435 0.024
0.25 0.0271958029627 0.000529951875484 0.025
0.26 0.0283515862784 0.000580306954248 0.026
0.27 0.0294920020454 0.000610393410228 0.027
0.28 0.0307704174084 0.000641093566363 0.028
0.29 0.0318627450166 0.000662233978214 0.029
0.3 0.0330462570988 0.000693555897963 0.03
0.31 0.0342845403347 0.000660834475144 0.031
0.32 0.035467691413 0.000689250385292 0.032
0.33 0.036698742445 0.000613266162919 0.033
0.34 0.0379855948631 0.000774564149948 0.034
0.35 0.0390923624326 0.000649044283766 0.035
0.36 0.0402969576102 0.000605589914971 0.036
0.37 0.0416181316525 0.000741715651655 0.037
0.38 0.042932437971 0.000745628137365 0.038
0.39 0.0442463948159 0.000878887692699 0.039
0.4 0.0456793731997 0.000961871343325 0.04
0.41 0.0469500403734 0.000876269509235 0.041
0.42 0.048231843445 0.000786174342528 0.042
0.43 0.0494163200091 0.000838913473528 0.043
0.44 0.050861052786 0.000812270494228 0.044
0.45 0.0523658351969 0.00091091528632 0.045
0.46 0.0538316190982 0.000899883238238 0.046
0.47 0.0553056149948 0.000956894608957 0.047
0.48 0.0568272495178 0.00106543951288 0.048
0.49 0.0583551379837 0.0012116661759 0.049
0.5 0.0596569934024 0.000957865086402 0.05
