block_number 0.1_avg 0.1_stddev 0.33_avg 0.33_stddev 0.49_avg 0.49_stddev 0.1_expected 0.33_expected 0.49_expected
0 0.00751612488786 0.0316048189461 0.0494039061782 0.0951024112732 0.0906656176235 0.139329767774 0.01 0.033 0.049
1 0.0142900945242 0.0356919687736 0.0711416946425 0.0960302715417 0.131752717008 0.13705935085 0.01 0.033 0.049
2 0.00911312442167 0.0211573560785 0.0581784542856 0.0786746890206 0.125566341928 0.133103517294 0.01 0.033 0.049
3 0.00562775102415 0.0140492076191 0.0512395486325 0.0593088774242 0.114791571431 0.10014150303 0.01 0.033 0.049
4 0.0048187754483 0.013189000248 0.0506952197958 0.0544573718582 0.105334021398 0.0625210717923 0.01 0.033 0.049
5 0.00449008012629 0.0129463554896 0.0492525993369 0.0533686345072 0.10128683142 0.0599786591302 0.01 0.033 0.049
6 0.00453854993594 0.0103758691275 0.0438338365171 0.0431542127863 0.100514868171 0.0626413631588 0.01 0.033 0.049
7 0.00398749570468 0.00958012147637 0.0444568866676 0.0415062211691 0.0971334482956 0.057239222149 0.01 0.033 0.049
8 0.00408744774741 0.00897857871286 0.0438902768356 0.0381137713623 0.0972337118106 0.0530938688492 0.01 0.033 0.049
9 0.00400439719364 0.00881137361248 0.0410469094362 0.032069326285 0.0974236033861 0.0459189531985 0.01 0.033 0.049
10 0.00350946819157 0.0082013056791 0.0423464427783 0.0308350696161 0.0974602667775 0.0420250941461 0.01 0.033 0.049
11 0.00292596785917 0.00708975092609 0.0420823121456 0.0313863547653 0.0950840545028 0.0390308671161 0.01 0.033 0.049
12 0.00261545964376 0.00726008049885 0.0408293252266 0.0290788068721 0.0931253655997 0.0393457834763 0.01 0.033 0.049
13 0.0034780771729 0.00721754526816 0.0400762545227 0.0281618044443 0.0938241949164 0.03648274929 0.01 0.033 0.049
14 0.00365153689356 0.007101599417 0.0408933992235 0.0284131023107 0.0941156507503 0.0357851100851 0.01 0.033 0.049
15 0.00306617332348 0.00648187216915 0.0408601162693 0.0279529988564 0.0928321344338 0.0328842263259 0.01 0.033 0.049
16 0.00350431649648 0.00646275972179 0.0408808556759 0.0258737087985 0.0927997586249 0.0311483570419 0.01 0.033 0.049
17 0.00370992076973 0.00666562256439 0.0399533030059 0.0255619273444 0.0929420602159 0.0307517654881 0.01 0.033 0.049
18 0.0039395535551 0.00668666891558 0.0395056005633 0.0242012261519 0.0923740597313 0.0292345661064 0.01 0.033 0.049
19 0.00384916867059 0.00656248568661 0.0390738694284 0.0233282516846 0.0918041734125 0.0287123534993 0.01 0.033 0.049
20 0.00346463286221 0.0063614027541 0.0385699086189 0.0234567526967 0.0927689557469 0.0280635127654 0.01 0.033 0.049
21 0.00357955563484 0.00602493414931 0.0393062863117 0.0232190598488 0.0931305804516 0.0275285827932 0.01 0.033 0.049
22 0.00376943506096 0.00604371855831 0.0384579937419 0.0217174283061 0.0925160895857 0.0261148553187 0.01 0.033 0.049
23 0.00367619586446 0.00586564129224 0.038596432096 0.0213850440386 0.0924387494958 0.0261066158311 0.01 0.033 0.049
24 0.00370291311733 0.00594361485866 0.0386167592601 0.0209582471828 0.0923681078423 0.0258031069403 0.01 0.033 0.049
25 0.00363930950348 0.00568526318822 0.0383125094233 0.0208431909508 0.0932216828313 0.025777514416 0.01 0.033 0.049
26 0.00351429140652 0.00525724249601 0.0386125201202 0.0207873379451 0.0940036892278 0.0247958235442 0.01 0.033 0.049
27 0.00338351701542 0.00507224806399 0.0389727822905 0.020573706375 0.0946855701512 0.02394556413 0.01 0.033 0.049
