block_number 0.1_avg 0.1_stddev 0.33_avg 0.33_stddev 0.49_avg 0.49_stddev
64 3.21270163597e+21 2.51690544398e+20 3.51802441691e+21 3.66613857652e+20 3.90519324346e+21 4.22240843308e+20 
65 3.21911057771e+21 2.53568725302e+20 3.53260311333e+21 3.72788881171e+20 3.92419525933e+21 4.26102646785e+20 
66 3.22044176108e+21 2.60702483301e+20 3.55255182395e+21 3.70269374818e+20 3.94314115419e+21 4.30850137099e+20 
67 3.21438399155e+21 2.64029335611e+20 3.56372351897e+21 3.73574858691e+20 3.96456354508e+21 4.28905975431e+20 
68 3.21894702713e+21 2.65954432563e+20 3.57680471922e+21 3.70570693347e+20 3.98037978262e+21 4.31148787419e+20 
69 3.2177049824e+21 2.69954832672e+20 3.58449378091e+21 3.68597331276e+20 4.00439471936e+21 4.29709854409e+20 
70 3.22385256877e+21 2.63672446946e+20 3.59563629186e+21 3.69391218083e+20 4.02773227012e+21 4.33190078671e+20 
71 3.22341749521e+21 2.6439436027e+20 3.59810406198e+21 3.68033226e+20 4.05286611498e+21 4.37891202431e+20 
72 3.22376024346e+21 2.64466925499e+20 3.60070619927e+21 3.65675324532e+20 4.06951295402e+21 4.33903829503e+20 
73 3.21796798745e+21 2.59206194854e+20 3.60812115063e+21 3.6825218892e+20 4.08777045755e+21 4.31975510491e+20 
74 3.21967127028e+21 2.60423184346e+20 3.61481349255e+21 3.61780287035e+20 4.1043342572e+21 4.3281495365e+20 
75 3.22324081341e+21 2.58631118462e+20 3.63059266042e+21 3.57127490706e+20 4.1218662325e+21 4.26238695602e+20 
76 3.22467511916e+21 2.55991863366e+20 3.64370936598e+21 3.57591615359e+20 4.14492709964e+21 4.24019781444e+20 
77 3.22546754115e+21 2.58442597313e+20 3.64886547126e+21 3.57113033215e+20 4.16503957696e+21 4.26947045318e+20 
78 3.22124284995e+21 2.55975105496e+20 3.65840448136e+21 3.63421197647e+20 4.18426154581e+21 4.29814992684e+20 
79 3.22223096486e+21 2.58737386676e+20 3.66658035644e+21 3.64495009342e+20 4.2094386738e+21 4.30071772882e+20 
80 3.22676192879e+21 2.6051490401e+20 3.68006004078e+21 3.67062198543e+20 4.23116555432e+21 4.28963748989e+20 
81 3.23335671901e+21 2.5451620996e+20 3.69562954388e+21 3.63409374673e+20 4.24614600347e+21 4.3086790784e+20 
82 3.23590211786e+21 2.49336735867e+20 3.70091092495e+21 3.62257465046e+20 4.26478419832e+21 4.29376340165e+20 
83 3.24005771719e+21 2.43644376696e+20 3.70807022663e+21 3.59532349072e+20 4.28723665275e+21 4.30056298459e+20 
84 3.23580234896e+21 2.41632690834e+20 3.71820974624e+21 3.54905424333e+20 4.31062467651e+21 4.29380091091e+20 
85 3.23460107966e+21 2.40074009448e+20 3.7247938714e+21 3.55158819988e+20 4.33055870846e+21 4.40210093117e+20 
86 3.24016699602e+21 2.38337166575e+20 3.73160652231e+21 3.55035018771e+20 4.35319403548e+21 4.40295596645e+20 
87 3.24013287912e+21 2.34956181051e+20 3.74263316635e+21 3.59364042295e+20 4.3691093243e+21 4.38458664238e+20 
88 3.23860877578e+21 2.33748050975e+20 3.75345319499e+21 3.57624267677e+20 4.40189070632e+21 4.42448275989e+20 
89 3.23915579247e+21 2.29938982525e+20 3.7616807637e+21 3.57001642695e+20 4.4267723426e+21 4.49232918341e+20 
90 3.24129669425e+21 2.27626326165e+20 3.77128273548e+21 3.54931915884e+20 4.45581241437e+21 4.50894712762e+20 
91 3.23751149568e+21 2.34363283557e+20 3.77967259809e+21 3.58674010792e+20 4.47877069441e+21 4.51815717256e+20 
92 3.24064710161e+21 2.28498883089e+20 3.78762539662e+21 3.62097347988e+20 4.50094501756e+21 4.54512249359e+20 
93 3.24162974059e+21 2.25165607633e+20 3.7949881227e+21 3.61964749666e+20 4.53370615427e+21 4.60525847512e+20 
94 3.24133217916e+21 2.23326486829e+20 3.80614143968e+21 3.71433686456e+20 4.56902004089e+21 4.64086952466e+20 
95 3.24119706471e+21 2.19398262142e+20 3.81772330544e+21 3.6055767966e+20 4.59152133751e+21 4.54556800607e+20 
96 3.24126648848e+21 2.21364483229e+20 3.83303353149e+21 3.65491947696e+20 4.61455318509e+21 4.52222045788e+20 
97 3.24824212275e+21 2.20888235383e+20 3.84348909118e+21 3.68938898258e+20 4.64049725083e+21 4.46844292093e+20 
98 3.25170340178e+21 2.2061188757e+20 3.85685225416e+21 3.66440823093e+20 4.67251958184e+21 4.60204774032e+20 
99 3.25671985348e+21 2.2142672873e+20 3.87101185885e+21 3.74731030349e+20 4.7102214113e+21 4.65167059035e+20 
100 3.25942110927e+21 2.10578253493e+20 3.87602145868e+21 3.68242789324e+20 4.74207935397e+21 4.68122983802e+20 
101 3.25990320796e+21 2.13558355061e+20 3.8814409564e+21 3.60181296575e+20 4.77351579934e+21 4.64961335055e+20 
102 3.262804062e+21 2.18673432699e+20 3.88937232966e+21 3.5645462854e+20 4.80122700575e+21 4.85242309892e+20 
103 3.26618844628e+21 2.24238080416e+20 3.90478667867e+21 3.58513823383e+20 4.81478874909e+21 4.90697357208e+20 
104 3.26981049209e+21 2.29661764821e+20 3.91914396545e+21 3.59531717478e+20 4.84507627985e+21 4.93029043458e+20 
105 3.27523686113e+21 2.2791626453e+20 3.92752864395e+21 3.60098578497e+20 4.87063036341e+21 4.98253397705e+20 
106 3.27395564797e+21 2.33857623103e+20 3.93691947358e+21 3.59649354525e+20 4.89157215101e+21 4.92191572812e+20 
107 3.27214575005e+21 2.35888782727e+20 3.95561571957e+21 3.56205451874e+20 4.9223149611e+21 4.87455442105e+20 
108 3.27749562464e+21 2.31480105228e+20 3.97315108265e+21 3.62240388198e+20 4.93097050861e+21 4.79866128381e+20 
109 3.27709443664e+21 2.31676918115e+20 3.99120315001e+21 3.6341275875e+20 4.95841621037e+21 4.84956774658e+20 
110 3.28011708935e+21 2.32947857537e+20 4.00502671656e+21 3.67329842717e+20 4.98779309564e+21 4.91972053333e+20 
111 3.28149388885e+21 2.38231051405e+20 4.02260280726e+21 3.72510413811e+20 5.01825248245e+21 4.95347371489e+20 
112 3.28042619732e+21 2.37187984638e+20 4.02880470184e+21 3.74315688878e+20 5.03952581289e+21 4.88884774185e+20 
113 3.2887283828e+21 2.40164860594e+20 4.03920740741e+21 3.79229431132e+20 5.05373012736e+21 4.73521272977e+20 
114 3.28930913763e+21 2.39862990986e+20 4.0520445012e+21 3.80189523487e+20 5.08573436648e+21 4.80668929448e+20 
115 3.29108987046e+21 2.44371898535e+20 4.06606231912e+21 3.77929629638e+20 5.1132546063e+21 4.832234486e+20 
116 3.29066373069e+21 2.44011581377e+20 4.07880557555e+21 3.83035152504e+20 5.14390790098e+21 4.76707127314e+20 
117 3.29051843188e+21 2.43200533168e+20 4.09761047651e+21 3.90744964147e+20 5.17554031771e+21 4.76521676456e+20 
118 3.28968107442e+21 2.42579186225e+20 4.11178529028e+21 3.92662226111e+20 5.20187024452e+21 4.95068684468e+20 
119 3.28854690763e+21 2.41035688555e+20 4.12608982176e+21 3.97206207348e+20 5.21475274265e+21 4.99004727681e+20 
120 3.28563529012e+21 2.43966757371e+20 4.14508483124e+21 4.0350697922e+20 5.24678675942e+21 5.07841639077e+20 
121 3.29088441434e+21 2.43299170314e+20 4.15447539682e+21 4.13177989661e+20 5.28324062755e+21 5.14507083522e+20 
122 3.2947416996e+21 2.46750287697e+20 4.16785025384e+21 4.19344416658e+20 5.31232497417e+21 5.27708854474e+20 
123 3.30148001817e+21 2.48284120972e+20 4.17365124413e+21 4.16275047095e+20 5.34627442592e+21 5.44416034791e+20 
124 3.30076022677e+21 2.50826598774e+20 4.18406820754e+21 4.0990266824e+20 5.37192243272e+21 5.4908193475e+20 
125 3.30373109962e+21 2.46798569166e+20 4.19842156082e+21 4.21396602375e+20 5.39685046021e+21 5.54972508228e+20 
126 3.30854314902e+21 2.513826846e+20 4.21415953129e+21 4.24187472148e+20 5.42196412135e+21 5.64669988217e+20 
127 3.30726763069e+21 2.52853551285e+20 4.23087931373e+21 4.21472047353e+20 5.44467923352e+21 5.57757029015e+20 
128 3.31363412287e+21 2.52866993678e+20 4.24831831117e+21 4.13852146796e+20 5.46451010212e+21 5.78670339393e+20 
