hash_rate 0.0_avg 0.0_stddev 0.5_avg 0.5_stddev 1.0_avg 1.0_stddev expected_honest
0.0 0.0997794424476 0.000768379936182 0.0998564345737 0.00080003717817 0.099782974344 0.000713915758624 0.1
0.01 0.10003191274 0.000789260285229 0.0997664257408 0.000772140339817 0.0998824815956 0.000807356205458 0.1
0.02 0.0998457853672 0.000752496269465 0.0999565126961 0.000808746586074 0.0999586213323 0.000749354113801 0.1
0.03 0.0999086291968 0.000835650585572 0.0998396998871 0.000697457009113 0.100007343174 0.000742939173193 0.1
0.04 0.0999071620595 0.00083457960959 0.0999949411913 0.000891389321907 0.0998581643634 0.00079539986144 0.1
0.05 0.100022654116 0.000685240686575 0.100054720922 0.000754384734578 0.099894191725 0.00078349829453 0.1
0.06 0.100061209058 0.000725895613063 0.100079008775 0.000908172129903 0.100042293777 0.000716188360913 0.1
0.07 0.100165319699 0.000827105076791 0.10030114715 0.000760880329959 0.100037103439 0.000788468047978 0.1
0.08 0.100223638471 0.000795492447682 0.100095714856 0.000731599905304 0.100171574459 0.000756778487223 0.1
0.09 0.100113455621 0.00079446281148 0.100144418116 0.000720258609545 0.100318210247 0.000786931383004 0.1
0.1 0.100414052196 0.000763523370719 0.10021133212 0.000782689932552 0.100274612528 0.000772155434567 0.1
0.11 0.100249029148 0.000743220678829 0.100447057876 0.000833145751541 0.100514379036 0.000796726848075 0.1
0.12 0.100475508939 0.000736349987497 0.100578793805 0.000739422205609 0.10058785845 0.000755262464179 0.1
0.13 0.100626913155 0.000827212137647 0.1006007762 0.000690880477066 0.100746292734 0.000735980670762 0.1
0.14 0.100718454336 0.000922407083764 0.100637938946 0.000693391428806 0.100911718852 0.000747384823024 0.1
0.15 0.100846870045 0.000768309748885 0.100834062706 0.000810109441252 0.100809113966 0.00076556745203 0.1
0.16 0.100908135074 0.000747075855197 0.100833855781 0.000779765865032 0.100865123895 0.000803903804454 0.1
0.17 0.101017540285 0.000721240894184 0.10095054143 0.00078395480072 0.101052500208 0.000743156635484 0.1
0.18 0.101259138582 0.000656514810746 0.101231108457 0.000788595523075 0.101121449212 0.000751892048329 0.1
0.19 0.101376289012 0.000746794795082 0.101126821524 0.000767417328408 0.101259985181 0.000654326861213 0.1
0.2 0.10140933728 0.000789580677051 0.101415156802 0.000707929051522 0.101376290514 0.000760666726729 0.1
0.21 0.101593539288 0.00078717236555 0.10144972374 0.000704895641891 0.101438248651 0.000703722523018 0.1
0.22 0.101562737382 0.000754203721079 0.101652175763 0.000791864876214 0.101674736309 0.000733495247868 0.1
0.23 0.101805781273 0.000892776120014 0.101900383163 0.000690427631949 0.101827381524 0.000758993104385 0.1
0.24 0.102036420898 0.000709368693536 0.101855915518 0.000773399706673 0.101976933066 0.000851911728511 0.1
0.25 0.102129110607 0.000700225717852 0.102037758248 0.000820558180266 0.102144742157 0.000704799765636 0.1
0.26 0.102202847312 0.00066167931347 0.102108338337 0.000842633006275 0.102291950426 0.00073024877057 0.1
0.27 0.102350053922 0.000737347909912 0.102337194485 0.000727276034509 0.10224982661 0.000785308531592 0.1
0.28 0.102422166662 0.000838070572307 0.10238423709 0.000857752286661 0.102500987871 0.000716685082611 0.1
0.29 0.102666144529 0.000762139407071 0.102695719108 0.000746185135631 0.102612718083 0.000836445097196 0.1
0.3 0.102802870091 0.00076794928845 0.102693175832 0.000752098314863 0.102647539803 0.000820527769071 0.1
0.31 0.102775612007 0.000741965276375 0.102989701368 0.000808021254732 0.102795736936 0.00074560154663 0.1
0.32 0.103193559406 0.000896090065339 0.102979090719 0.000713845948519 0.103113076125 0.000908155870849 0.1
0.33 0.103165236791 0.000764494407165 0.103110419196 0.000769842286661 0.103218187288 0.000673002960798 0.1
0.34 0.103311536914 0.000771852840933 0.103280764587 0.000769342926766 0.103314616315 0.000866138927123 0.1
0.35 0.103447791564 0.000769939960783 0.103515445851 0.000729685333262 0.103286409168 0.000743681037533 0.1
0.36 0.103524740756 0.000759190423935 0.103564062944 0.000790599082938 0.103519218429 0.000739764561941 0.1
0.37 0.10365656173 0.000776779742056 0.10367436439 0.000766994715776 0.103580828991 0.000834128121209 0.1
0.38 0.103757223201 0.00088319611777 0.10367793102 0.000763571526138 0.10369093815 0.000768083375048 0.1
0.39 0.103915614313 0.000823881659652 0.103713637994 0.000923940866186 0.103497358035 0.000788692897717 0.1
0.4 0.10380371787 0.00082592621078 0.103647619747 0.000879077376299 0.103671928345 0.000827722830659 0.1
0.41 0.10384167792 0.000768207921006 0.103733412819 0.00084254265703 0.103714747423 0.000806464667499 0.1
0.42 0.103779595607 0.000880736259778 0.103622686321 0.00085061976224 0.103761995138 0.000919477725067 0.1
0.43 0.103619796506 0.000801134012612 0.103583185536 0.000946455541832 0.103660320632 0.000864036808905 0.1
0.44 0.103484730631 0.000895465004695 0.103595499572 0.000815821446917 0.103238297174 0.000976816977969 0.1
0.45 0.103355526077 0.00107478571417 0.103296178512 0.00098780190859 0.103215218385 0.00119803018092 0.1
0.46 0.103115335363 0.00108105034825 0.103035609166 0.00113630897148 0.103073305235 0.00101669725668 0.1
0.47 0.102600834082 0.00129202397268 0.102652727641 0.00120903028016 0.102533890432 0.0011610201884 0.1
0.48 0.101754938167 0.00123362482278 0.101740522102 0.00129222609632 0.10197361265 0.00119315502201 0.1
0.49 0.101198647868 0.00125872461513 0.100876567764 0.00127215539268 0.101244345282 0.00130167995925 0.1
0.5 0.100641016532 0.000867652276343 0.100190138444 0.000899734928188 0.100136840916 0.00103083862899 0.1
