hash_rate 0.0_avg 0.0_stddev expected_honest
0.0 0.0 0.0 0.0
0.01 0.00991071428571 0.00111064044559 0.01
0.02 0.0199268353175 0.00155556526342 0.02
0.03 0.0299888392857 0.00165000982621 0.03
0.04 0.0398499503968 0.00201789340296 0.04
0.05 0.0500818452381 0.00224526428842 0.05
0.06 0.0598499503968 0.00281657241827 0.06
0.07 0.0696750992063 0.00277971583291 0.07
0.08 0.0794146825397 0.00313894438626 0.08
0.09 0.0886954365079 0.00282874688531 0.09
0.1 0.098828125 0.0038920864334 0.1
0.11 0.109505208333 0.00365494854305 0.11
0.12 0.119409722222 0.00367196190085 0.12
0.13 0.129482886905 0.00351716655965 0.13
0.14 0.139396081349 0.00358660002165 0.14
0.15 0.149548611111 0.00387547796937 0.15
0.16 0.159527529762 0.00425443941032 0.16
0.17 0.169341517857 0.00393448299707 0.17
0.18 0.179635416667 0.00421412395789 0.18
0.19 0.189489087302 0.00365236194694 0.19
0.2 0.198093998016 0.00433894023466 0.2
0.21 0.208967013889 0.00443369198364 0.21
0.22 0.218834325397 0.00459324727236 0.22
0.23 0.229403521825 0.00475457150576 0.23
0.24 0.239124503968 0.00488935789722 0.24
0.25 0.249852430556 0.00479295711898 0.25
0.26 0.259561011905 0.00460386875475 0.26
0.27 0.26863219246 0.0047915670164 0.27
0.28 0.279141865079 0.00517090791171 0.28
0.29 0.289352678571 0.00538834733144 0.29
0.3 0.298714037698 0.00469959174524 0.3
0.31 0.30888640873 0.00497916249106 0.31
0.32 0.32025421627 0.00528734868363 0.32
0.33 0.331111111111 0.0049694756726 0.33
0.34 0.339329117063 0.0054757438216 0.34
0.35 0.35048859127 0.00512377083937 0.35
0.36 0.359820188492 0.00450836971665 0.36
0.37 0.369259672619 0.00542455833267 0.37
0.38 0.379164186508 0.00540137290809 0.38
0.39 0.389300595238 0.00533412553205 0.39
0.4 0.399670138889 0.0051058095978 0.4
0.41 0.409373759921 0.00518651820131 0.41
0.42 0.420202132937 0.0050124215025 0.42
0.43 0.429635416667 0.00565919779977 0.43
0.44 0.440105406746 0.0054047972485 0.44
0.45 0.448482142857 0.00562064710254 0.45
0.46 0.459713541667 0.00493428981815 0.46
0.47 0.47027281746 0.00550849563206 0.47
0.48 0.479792906746 0.00569466196728 0.48
0.49 0.49035094246 0.00557397935255 0.49
0.5 0.500720486111 0.00567527561224 0.5
