block_number 0.1_avg 0.1_stddev 0.33_avg 0.33_stddev 0.49_avg 0.49_stddev
0 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
1 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
2 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
3 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
4 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
5 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
6 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
7 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
8 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
9 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
10 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
11 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
12 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
13 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
14 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
15 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
16 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
17 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
18 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
19 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
20 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
21 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
22 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
23 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
24 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
25 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
26 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
27 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
28 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
29 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
30 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
31 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
32 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
33 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
34 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
35 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
36 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
37 3.00465895001e+21 6.10949353484e+19 3.00471966516e+21 6.68112748442e+19 3.01081272405e+21 6.73486925984e+19 
